bet_type,buy,prob,race_id,odds_used,is_actual,actual_buy,date,venue,race_no,expected_profit_100yen,stake_yen,is_hit,return_yen,profit_yen,bet_label
trio,1-2-5,0.08943198588414401,084420260414,25.8,False,1-4-7,2026-04-14,大垣,8,130.73452358109154,100,False,0.0,-100.0,3連複
exacta,1-5,0.056830293490049456,031220260414,40.1,False,5-4,2026-04-14,青森,3,127.88947689509831,100,False,0.0,-100.0,2車単
exacta,4-1,0.04682532952004582,122320260414,48.1,False,6-4,2026-04-14,取手,12,125.2298349914204,100,False,0.0,-100.0,2車単
quinella,1-2,0.2993267481795977,084420260414,7.5,False,1-7,2026-04-14,大垣,8,124.49506113469826,100,False,0.0,-100.0,2車複
exacta,3-7,0.025160163648385466,073720260414,87.4,False,1-4,2026-04-14,伊東,7,119.899830286889,100,False,0.0,-100.0,2車単
trio,1-3-4,0.13486146345562244,028120260414,16.3,True,1-3-4,2026-04-14,小倉,2,119.82418543266458,100,True,1630.0,1530.0,3連複
exacta,1-2,0.039481664061335596,031220260414,55.3,False,5-4,2026-04-14,青森,3,118.33360225918584,100,False,0.0,-100.0,2車単
quinella,1-4,0.09998236030544257,028120260414,21.8,True,1-4,2026-04-14,小倉,2,117.96154546586482,100,True,2180.0,2080.0,2車複
trio,3-5-7,0.07643289221134782,073720260414,28.4,False,1-2-4,2026-04-14,伊東,7,117.06941388022778,100,False,0.0,-100.0,3連複
exacta,4-2,0.03363208663924776,058720260414,63.5,False,7-2,2026-04-14,熊本,5,113.56375015922326,100,False,0.0,-100.0,2車単
quinella_place,1-4,0.2738328341002419,122320260414,7.7,False,4-6|4-7|6-7,2026-04-14,取手,12,110.85128225718628,100,False,0.0,-100.0,ワイド
quinella_place,2-4,0.3229569464131039,084420260414,6.5,False,1-4|1-7|4-7,2026-04-14,大垣,8,109.92201516851753,100,False,0.0,-100.0,ワイド
trifecta,1-4-3,0.028856507012199165,028120260414,72.1,False,4-1-3,2026-04-14,小倉,2,108.05541555795597,100,False,0.0,-100.0,3連単
trifecta,2-1-6,0.07260546555514204,102320260415,154.3,False,6-1-4,2026-04-15,取手,10,1020.3023335158416,400,False,0.0,-400.0,3連単
trifecta,5-6-1,0.03423219888050854,034520260415,265.3,False,1-5-7,2026-04-15,豊橋,3,808.1802362998916,300,False,0.0,-300.0,3連単
trifecta,2-6-1,0.07476944820950358,102320260415,114.5,False,6-1-4,2026-04-15,取手,10,756.110181998816,300,False,0.0,-300.0,3連単
exacta,2-1,0.12527037616348136,102320260415,60.5,False,6-1,2026-04-15,取手,10,657.8857757890622,300,False,0.0,-300.0,2車単
exacta,1-2,0.10527545711477553,102320260415,58.1,False,6-1,2026-04-15,取手,10,511.65040583684583,200,False,0.0,-200.0,2車単
trifecta,2-6-5,0.020015980429717563,061120260415,243.9,False,3-2-6,2026-04-15,函館,6,388.1897626808113,200,False,0.0,-200.0,3連単
exacta,5-6,0.031423311594944,061120260415,146.4,False,3-2,2026-04-15,函館,6,360.03728174998014,200,False,0.0,-200.0,2車単
trifecta,5-2-1,0.05819533529393011,034520260415,73.3,False,1-5-7,2026-04-15,豊橋,3,326.57180770450765,200,False,0.0,-200.0,3連単
exacta,5-6,0.04925986251402497,034520260415,83.9,False,1-5,2026-04-15,豊橋,3,313.2902464926695,200,False,0.0,-200.0,2車単
trifecta,3-7-5,0.03963879669204597,074420260415,90.5,False,3-4-7,2026-04-15,大垣,7,258.73111006301605,100,False,0.0,-100.0,3連単
trifecta,5-2-1,0.0245738625053416,073720260415,132.8,False,6-2-7,2026-04-15,伊東,7,226.34089407093649,100,False,0.0,-100.0,3連単
quinella,5-6,0.06378291831900987,034520260415,49.8,False,1-5,2026-04-15,豊橋,3,217.63893322866915,100,False,0.0,-100.0,2車複
trifecta,3-2-1,0.05780631617303461,037320260415,52.9,False,1-3-4,2026-04-15,小松島,3,205.79541255535307,100,False,0.0,-100.0,3連単
exacta,2-6,0.03845714083495484,061120260415,78.1,False,3-2,2026-04-15,函館,6,200.3502699209973,100,False,0.0,-100.0,2車単
trio,2-5-6,0.12878370534207897,061120260415,23.1,False,2-3-6,2026-04-15,函館,6,197.49035934020247,100,False,0.0,-100.0,3連複
trifecta,2-5-1,0.03798536912944835,073720260415,77.6,False,6-2-7,2026-04-15,伊東,7,194.7664644445192,100,False,0.0,-100.0,3連単
trifecta,3-5-7,0.038602010153474184,074420260415,75.2,False,3-4-7,2026-04-15,大垣,7,190.28711635412586,100,False,0.0,-100.0,3連単
trifecta,5-2-6,0.03102105446454293,061120260415,86.7,False,3-2-6,2026-04-15,函館,6,168.95254220758721,100,False,0.0,-100.0,3連単
exacta,2-5,0.02385022922865809,034520260415,108.9,False,1-5,2026-04-15,豊橋,3,159.7289963000866,100,False,0.0,-100.0,2車単
quinella,5-6,0.05505944132824318,061120260415,45.0,False,2-3,2026-04-15,函館,6,147.76748597709434,100,False,0.0,-100.0,2車複
quinella,2-6,0.24442910167378878,102320260415,10.0,False,1-6,2026-04-15,取手,10,144.42910167378878,100,False,0.0,-100.0,2車複
quinella,2-6,0.0655503638554319,061120260415,36.1,False,2-3,2026-04-15,函館,6,136.63681351810922,100,False,0.0,-100.0,2車複
quinella,2-5,0.1706872229444813,073720260415,13.7,False,2-6,2026-04-15,伊東,7,133.84149543393934,100,False,0.0,-100.0,2車複
exacta,3-7,0.059605593874471924,074420260415,37.3,False,3-4,2026-04-15,大垣,7,122.32886515178025,100,False,0.0,-100.0,2車単
quinella_place,5-6,0.1802198397647138,061120260415,12.2,False,2-3|2-6|3-6,2026-04-15,函館,6,119.86820451295084,100,False,0.0,-100.0,ワイド
trifecta,3-1-2,0.0407503484978217,037320260415,50.8,False,1-3-4,2026-04-15,小松島,3,107.01177036893421,100,False,0.0,-100.0,3連単
exacta,1-2,0.08178892749580485,073720260415,24.9,False,6-2,2026-04-15,伊東,7,103.65442946455406,100,False,0.0,-100.0,2車単
trifecta,2-7-1,0.02597797735813567,064320260416,222.3,False,5-3-4,2026-04-16,岐阜,6,477.49043667135595,200,False,0.0,-200.0,3連単
trifecta,4-7-5,0.020445239268102097,051120260416,267.8,False,4-1-6,2026-04-16,函館,5,447.5235075997742,200,False,0.0,-200.0,3連単
trifecta,7-6-2,0.022141275442927648,028720260416,225.3,False,3-6-7,2026-04-16,熊本,2,398.8429357291599,200,False,0.0,-200.0,3連単
trifecta,1-7-2,0.02228865669245601,064320260416,219.5,False,5-3-4,2026-04-16,岐阜,6,389.2360143994094,200,False,0.0,-200.0,3連単
exacta,7-2,0.023489087422601976,053120260416,189.3,False,2-4,2026-04-16,松戸,5,344.6484249098554,200,False,0.0,-200.0,2車単
trio,4-5-7,0.08151439414966648,051120260416,52.2,False,1-4-6,2026-04-16,函館,5,325.50513746125904,200,False,0.0,-200.0,3連複
exacta,4-6,0.04663187891257654,012320260416,87.4,False,4-2,2026-04-16,取手,1,307.562621695919,200,False,0.0,-200.0,2車単
exacta,3-7,0.032246953754089626,028720260416,121.4,False,3-6,2026-04-16,熊本,2,291.4780185746481,100,False,0.0,-100.0,2車単
trifecta,4-5-7,0.021649141050634455,051120260416,179.1,False,4-1-6,2026-04-16,函館,5,287.7361162168631,100,False,0.0,-100.0,3連単
quinella,4-6,0.08038280053129163,012320260416,47.4,False,2-4,2026-04-16,取手,1,281.0144745183223,100,False,0.0,-100.0,2車複
exacta,6-7,0.038473787785499286,028720260416,96.8,False,3-6,2026-04-16,熊本,2,272.42626576363307,100,False,0.0,-100.0,2車単
quinella,3-6,0.057071730655836234,053120260416,62.2,False,2-4,2026-04-16,松戸,5,254.98616467930137,100,False,0.0,-100.0,2車複
exacta,6-4,0.03375092161871509,012320260416,103.5,False,4-2,2026-04-16,取手,1,249.32203875370118,100,False,0.0,-100.0,2車単
trifecta,7-2-6,0.02889205447827328,028720260416,119.1,False,3-6-7,2026-04-16,熊本,2,244.10436883623473,100,False,0.0,-100.0,3連単
quinella,1-7,0.07204502778066796,064320260416,47.6,False,3-5,2026-04-16,岐阜,6,242.93433223597953,100,False,0.0,-100.0,2車複
quinella,2-7,0.05394843846809515,053120260416,58.5,False,2-4,2026-04-16,松戸,5,215.5983650383566,100,False,0.0,-100.0,2車複
trifecta,2-1-3,0.021157778053294444,017420260416,148.6,False,1-2-5,2026-04-16,高知,1,214.4045818719554,100,False,0.0,-100.0,3連単
trifecta,4-1-6,0.02728279253786595,012320260416,112.1,False,4-2-5,2026-04-16,取手,1,205.84010434947731,100,False,0.0,-100.0,3連単
quinella_place,1-6,0.14678158506511932,028720260416,20.6,False,3-6|3-7|6-7,2026-04-16,熊本,2,202.3700652341458,100,False,0.0,-100.0,ワイド
exacta,5-4,0.06091665384492128,051120260416,48.8,False,4-1,2026-04-16,函館,5,197.27327076321583,100,False,0.0,-100.0,2車単
quinella,1-6,0.041638780581505073,028720260416,70.6,False,3-6,2026-04-16,熊本,2,193.96979090542578,100,False,0.0,-100.0,2車複
exacta,7-3,0.025583041543896897,053120260416,112.6,False,2-4,2026-04-16,松戸,5,188.06504778427905,100,False,0.0,-100.0,2車単
trio,2-3-7,0.04745990377907622,064320260416,60.4,False,3-4-5,2026-04-16,岐阜,6,186.65781882562035,100,False,0.0,-100.0,3連複
exacta,1-7,0.040293240872244104,064320260416,69.7,False,5-3,2026-04-16,岐阜,6,180.84388887954142,100,False,0.0,-100.0,2車単
quinella,1-6,0.04889854734120963,064320260416,56.6,False,3-5,2026-04-16,岐阜,6,176.7657779512465,100,False,0.0,-100.0,2車複
exacta,4-5,0.09951514734844868,051120260416,27.7,False,4-1,2026-04-16,函館,5,175.65695815520286,100,False,0.0,-100.0,2車単
trifecta,1-4-6,0.0237418059875065,012320260416,115.5,False,4-2-5,2026-04-16,取手,1,174.21785915570007,100,False,0.0,-100.0,3連単
quinella_place,1-7,0.21851958863351437,064320260416,12.5,False,3-4|3-5|4-5,2026-04-16,岐阜,6,173.14948579189297,100,False,0.0,-100.0,ワイド
exacta,6-1,0.021147278404515305,064320260416,128.8,False,5-3,2026-04-16,岐阜,6,172.37694585015717,100,False,0.0,-100.0,2車単
quinella_place,4-6,0.2011592587179916,012320260416,13.5,False,2-4|2-5|4-5,2026-04-16,取手,1,171.56499926928865,100,False,0.0,-100.0,ワイド
trifecta,1-5-3,0.02451234116947338,017420260416,108.9,False,1-2-5,2026-04-16,高知,1,166.9393953355651,100,False,0.0,-100.0,3連単
trio,1-3-5,0.1116138788694032,017420260416,22.8,False,1-2-5,2026-04-16,高知,1,154.4796438222393,100,False,0.0,-100.0,3連複
quinella,1-3,0.035195242189025776,028720260416,70.6,False,3-6,2026-04-16,熊本,2,148.47840985452194,100,False,0.0,-100.0,2車複
trio,1-3-6,0.03205262781357926,012320260416,76.5,False,2-4-5,2026-04-16,取手,1,145.20260277388135,100,False,0.0,-100.0,3連複
quinella,3-6,0.028179544326467805,012320260416,86.9,False,2-4,2026-04-16,取手,1,144.88024019700526,100,False,0.0,-100.0,2車複
trio,1-3-7,0.03702465477517798,064320260416,62.2,False,3-4-5,2026-04-16,岐阜,6,130.29335270160706,100,False,0.0,-100.0,3連複
trifecta,1-2-3,0.05504326529178321,024520260416,41.0,True,1-2-3,2026-04-16,豊橋,2,125.67738769631114,100,True,4100.0,4000.0,3連単
quinella_place,2-6,0.1816720220988234,028720260416,11.9,False,3-6|3-7|6-7,2026-04-16,熊本,2,116.18970629759988,100,False,0.0,-100.0,ワイド
trifecta,2-3-7,0.02380919380845496,053120260416,89.8,False,2-4-6,2026-04-16,松戸,5,113.80656039992552,100,False,0.0,-100.0,3連単
quinella,4-7,0.12494058787641132,051120260416,17.1,False,1-4,2026-04-16,函館,5,113.6484052686634,100,False,0.0,-100.0,2車複
quinella_place,3-6,0.09615502068503617,012320260416,21.9,False,2-4|2-5|4-5,2026-04-16,取手,1,110.57949530022921,100,False,0.0,-100.0,ワイド
exacta,5-1,0.03139479101296806,017420260416,66.3,False,1-2,2026-04-16,高知,1,108.14746441597825,100,False,0.0,-100.0,2車単
trifecta,3-5-1,0.047576445841364515,032520260417,131.6,False,5-3-4,2026-04-17,大宮,3,526.106027272357,200,False,0.0,-200.0,3連単
trifecta,3-2-1,0.04105393381751521,074320260417,120.4,False,2-1-3,2026-04-17,岐阜,7,394.28936316288315,200,False,0.0,-200.0,3連単
trifecta,7-1-5,0.05500480245801707,057420260417,89.8,False,1-3-5,2026-04-17,高知,5,393.94312607299327,200,False,0.0,-200.0,3連単
trifecta,7-5-1,0.03310738565081311,057420260417,147.6,False,1-3-5,2026-04-17,高知,5,388.6650122060015,200,False,0.0,-200.0,3連単
trifecta,2-3-1,0.04927149914210861,074320260417,87.3,False,2-1-3,2026-04-17,岐阜,7,330.1401875106082,200,False,0.0,-200.0,3連単
trifecta,5-6-3,0.025681680798510124,032520260417,159.0,False,5-3-4,2026-04-17,大宮,3,308.338724696311,200,False,0.0,-200.0,3連単
trio,1-5-7,0.4482281863364139,057420260417,8.9,False,1-3-5,2026-04-17,高知,5,298.92308583940843,100,False,0.0,-100.0,3連複
trifecta,3-1-4,0.026555126046764417,073120260417,149.6,False,1-2-3,2026-04-17,松戸,7,297.26468565959567,100,False,0.0,-100.0,3連単
trifecta,4-3-7,0.021932897443123593,114520260417,166.4,False,4-7-1,2026-04-17,豊橋,11,264.9634134535766,100,False,0.0,-100.0,3連単
exacta,3-2,0.0742402720261873,074320260417,46.3,False,2-1,2026-04-17,岐阜,7,243.73245948124716,100,False,0.0,-100.0,2車単
trifecta,1-3-2,0.02163319118441756,031120260417,146.8,False,7-2-3,2026-04-17,函館,3,217.5752465872498,100,False,0.0,-100.0,3連単
trifecta,4-3-1,0.020115479891322154,073120260417,154.6,False,1-2-3,2026-04-17,松戸,7,210.98531911984048,100,False,0.0,-100.0,3連単
exacta,5-7,0.04691325321580971,057420260417,64.4,False,1-3,2026-04-17,高知,5,202.12135070981455,100,False,0.0,-100.0,2車単
exacta,7-1,0.07973641882922385,057420260417,36.7,False,1-3,2026-04-17,高知,5,192.63265710325155,100,False,0.0,-100.0,2車単
trifecta,1-4-7,0.02036776339270756,114520260417,143.2,False,4-7-1,2026-04-17,豊橋,11,191.66637178357226,100,False,0.0,-100.0,3連単
quinella,1-7,0.21571123518044383,057420260417,11.8,False,1-3,2026-04-17,高知,5,154.5392575129237,100,False,0.0,-100.0,2車複
trifecta,1-3-4,0.03339212270297101,031120260417,75.7,False,7-2-3,2026-04-17,函館,3,152.77836886149055,100,False,0.0,-100.0,3連単
exacta,1-4,0.03069432031257824,114520260417,81.3,False,4-7,2026-04-17,豊橋,11,149.5448241412611,100,False,0.0,-100.0,2車単
quinella,5-7,0.03099296968519962,062720260417,75.1,False,1-2,2026-04-17,京王閣,6,132.75720233584914,100,False,0.0,-100.0,2車複
exacta,7-3,0.023711744572522838,062720260417,97.8,False,1-2,2026-04-17,京王閣,6,131.90086191927338,100,False,0.0,-100.0,2車単
exacta,3-4,0.020535364832129113,114520260417,108.2,False,4-7,2026-04-17,豊橋,11,122.192647483637,100,False,0.0,-100.0,2車単
trio,1-4-6,0.057530112895971625,073120260417,38.2,False,1-2-3,2026-04-17,松戸,7,119.76503126261164,100,False,0.0,-100.0,3連複
exacta,2-3,0.0891005845069001,074320260417,24.0,False,2-1,2026-04-17,岐阜,7,113.84140281656023,100,False,0.0,-100.0,2車単
quinella_place,1-7,0.5347729040922801,057420260417,3.8,False,1-3|1-5|3-5,2026-04-17,高知,5,103.21370355506643,100,False,0.0,-100.0,ワイド
quinella_place,1-7,0.056442336992809795,032520260417,35.7,False,3-4|3-5|4-5,2026-04-17,大宮,3,101.49914306433097,100,False,0.0,-100.0,ワイド
trifecta,5-6-4,0.023693465862444037,022520260418,240.5,False,5-6-7,2026-04-18,大宮,2,469.8278539917791,200,False,0.0,-200.0,3連単
trio,1-3-6,0.0703242859967513,115320260418,74.6,False,1-2-5,2026-04-18,奈良,11,424.61917353576473,200,False,0.0,-200.0,3連複
trifecta,1-7-6,0.02007687563672411,115320260418,256.3,False,2-1-5,2026-04-18,奈良,11,414.57032256923895,200,False,0.0,-200.0,3連単
trio,1-2-9,0.055669078707830215,048420260418,88.9,False,1-2-5,2026-04-18,武雄,4,394.8981097126106,200,False,0.0,-200.0,3連複
exacta,9-1,0.04273522620648292,048420260418,112.7,False,1-2,2026-04-18,武雄,4,381.62599934706253,200,False,0.0,-200.0,2車単
trifecta,5-3-4,0.023191601671748642,022520260418,199.0,False,5-6-7,2026-04-18,大宮,2,361.512873267798,200,False,0.0,-200.0,3連単
trifecta,2-1-6,0.04664856185562564,094320260418,76.4,False,6-1-3,2026-04-18,岐阜,9,256.3950125769799,100,False,0.0,-100.0,3連単
exacta,1-9,0.05488290447294351,048420260418,59.6,False,1-2,2026-04-18,武雄,4,227.10211065874333,100,False,0.0,-100.0,2車単
exacta,6-1,0.037052956485535325,115320260418,87.7,False,2-1,2026-04-18,奈良,11,224.95442837814483,100,False,0.0,-100.0,2車単
trifecta,1-2-6,0.1262629859192709,094320260418,25.5,False,6-1-3,2026-04-18,岐阜,9,221.97061409414079,100,False,0.0,-100.0,3連単
trifecta,1-3-7,0.029727447100206684,115320260418,101.3,False,2-1-5,2026-04-18,奈良,11,201.1390391250937,100,False,0.0,-100.0,3連単
exacta,6-5,0.026196316614969645,022520260418,113.4,False,5-6,2026-04-18,大宮,2,197.06623041375576,100,False,0.0,-100.0,2車単
quinella,5-6,0.07148565891025212,022520260418,41.2,True,5-6,2026-04-18,大宮,2,194.52091471023874,100,True,4120.0,4020.0,2車複
exacta,1-6,0.048587259261654546,115320260418,58.0,False,2-1,2026-04-18,奈良,11,181.8061037175964,100,False,0.0,-100.0,2車単
exacta,2-1,0.09529415617007507,094320260418,28.6,False,6-1,2026-04-18,岐阜,9,172.5412866464147,100,False,0.0,-100.0,2車単
quinella,1-9,0.09761813067942643,048420260418,27.9,False,1-2,2026-04-18,武雄,4,172.35458459559973,100,False,0.0,-100.0,2車複
exacta,5-6,0.045289342295282475,022520260418,59.1,True,5-6,2026-04-18,大宮,2,167.66001296511942,100,True,5910.0,5810.0,2車単
quinella,1-2,0.35322546680575256,094320260418,7.2,False,1-6,2026-04-18,岐阜,9,154.32233610014183,100,False,0.0,-100.0,2車複
exacta,1-2,0.2579313106356775,094320260418,9.1,False,6-1,2026-04-18,岐阜,9,134.7174926784665,100,False,0.0,-100.0,2車単
quinella,3-6,0.04014778352508012,115320260418,55.9,False,1-2,2026-04-18,奈良,11,124.42610990519785,100,False,0.0,-100.0,2車複
trifecta,3-2-4,0.03155313034331066,052720260418,69.4,False,1-2-4,2026-04-18,京王閣,5,118.978724582576,100,False,0.0,-100.0,3連単
trifecta,2-5-4,0.07395866646820057,052720260418,28.5,False,1-2-4,2026-04-18,京王閣,5,110.78219943437162,100,False,0.0,-100.0,3連単
trio,1-2-3,0.24386275793779139,094320260418,8.6,False,1-3-6,2026-04-18,岐阜,9,109.72197182650056,100,False,0.0,-100.0,3連複
quinella_place,1-2,0.6246354150951358,094320260418,3.3,False,1-3|1-6|3-6,2026-04-18,岐阜,9,106.1296869813948,100,False,0.0,-100.0,ワイド
quinella,5-9,0.04098179773355669,048420260418,50.0,False,1-2,2026-04-18,武雄,4,104.90898866778342,100,False,0.0,-100.0,2車複
trifecta,5-2-3,0.06204644902996591,043720260419,85.5,True,5-2-3,2026-04-19,伊東,4,430.4971392062085,200,True,17100.0,16900.0,3連単
trifecta,3-7-6,0.035130650953785286,022520260419,139.6,False,4-3-2,2026-04-19,大宮,2,390.4238873148426,200,False,0.0,-200.0,3連単
trifecta,2-4-3,0.051683917243812084,051120260419,89.8,False,4-1-2,2026-04-19,函館,5,364.1215768494325,200,False,0.0,-200.0,3連単
trifecta,5-3-2,0.04868910711235925,043720260419,94.0,False,5-2-3,2026-04-19,伊東,4,357.6776068561769,200,False,0.0,-200.0,3連単
trifecta,2-3-4,0.06427880086924145,051120260419,66.4,False,4-1-2,2026-04-19,函館,5,326.8112377717633,200,False,0.0,-200.0,3連単
trifecta,3-6-7,0.024241219550333034,022520260419,166.1,False,4-3-2,2026-04-19,大宮,2,302.6466567310317,200,False,0.0,-200.0,3連単
trifecta,4-3-1,0.055897631662023106,115320260419,71.1,False,1-3-7,2026-04-19,奈良,11,297.4321611169843,100,False,0.0,-100.0,3連単
trifecta,4-3-5,0.041069259609882273,016320260419,92.7,False,5-3-6,2026-04-19,防府,1,280.7120365836087,100,False,0.0,-100.0,3連単
trifecta,4-5-3,0.08502256417828083,016320260419,43.2,False,5-3-6,2026-04-19,防府,1,267.2974772501732,100,False,0.0,-100.0,3連単
trifecta,3-4-1,0.05919691609726372,115320260419,61.4,False,1-3-7,2026-04-19,奈良,11,263.46906483719926,100,False,0.0,-100.0,3連単
exacta,5-2,0.13248416918721015,043720260419,27.4,True,5-2,2026-04-19,伊東,4,263.0066235729558,100,True,2740.0,2640.0,2車単
exacta,5-1,0.04085910935749548,094420260419,86.0,False,3-5,2026-04-19,大垣,9,251.38834047446116,100,False,0.0,-100.0,2車単
trio,1-5-6,0.0388200023992815,094420260419,88.8,False,3-4-5,2026-04-19,大垣,9,244.72162130561972,100,False,0.0,-100.0,3連複
trifecta,5-1-2,0.021361290158507424,038420260419,160.4,False,7-8-1,2026-04-19,武雄,3,242.63509414245908,100,False,0.0,-100.0,3連単
exacta,2-3,0.11404397925655264,051120260419,26.4,False,4-1,2026-04-19,函館,5,201.07610523729895,100,False,0.0,-100.0,2車単
trifecta,1-5-2,0.020852563052179522,094420260419,142.2,False,3-5-4,2026-04-19,大垣,9,196.52344660199276,100,False,0.0,-100.0,3連単
quinella,1-5,0.10118514560178093,094420260419,27.3,False,3-5,2026-04-19,大垣,9,176.23544749286197,100,False,0.0,-100.0,2車複
quinella,3-4,0.16117137416129962,115320260419,16.1,False,1-3,2026-04-19,奈良,11,159.48591239969244,100,False,0.0,-100.0,2車複
exacta,4-3,0.07827562888706431,115320260419,33.0,False,1-3,2026-04-19,奈良,11,158.30957532731222,100,False,0.0,-100.0,2車単
trifecta,1-5-2,0.021051773206278566,038420260419,122.6,False,7-8-1,2026-04-19,武雄,3,158.0947395089752,100,False,0.0,-100.0,3連単
exacta,2-4,0.07961975459600164,051120260419,32.3,False,4-1,2026-04-19,函館,5,157.17180734508526,100,False,0.0,-100.0,2車単
exacta,5-1,0.0332357608801461,038420260419,77.1,False,7-8,2026-04-19,武雄,3,156.2477163859264,100,False,0.0,-100.0,2車単
exacta,3-4,0.08289574527423532,115320260419,30.9,False,1-3,2026-04-19,奈良,11,156.14785289738714,100,False,0.0,-100.0,2車単
trio,1-3-6,0.07419185379079128,094420260419,34.4,False,3-4-5,2026-04-19,大垣,9,155.21997704032196,100,False,0.0,-100.0,3連複
trifecta,7-4-1,0.0233577900441412,042720260419,109.0,False,7-1-5,2026-04-19,京王閣,4,154.5999114811391,100,False,0.0,-100.0,3連単
exacta,1-5,0.06032603624428546,094420260419,41.4,False,3-5,2026-04-19,大垣,9,149.74979005134182,100,False,0.0,-100.0,2車単
trifecta,1-4-2,0.03368712604436952,042720260419,71.6,False,7-1-5,2026-04-19,京王閣,4,141.19982247768573,100,False,0.0,-100.0,3連単
quinella,1-6,0.08469625702327219,094420260419,26.9,False,3-5,2026-04-19,大垣,9,127.83293139260219,100,False,0.0,-100.0,2車複
exacta,7-2,0.033686359648908135,022520260419,64.0,False,4-3,2026-04-19,大宮,2,115.59270175301207,100,False,0.0,-100.0,2車単
quinella,4-5,0.05737295499122791,115320260419,37.5,False,1-3,2026-04-19,奈良,11,115.14858121710465,100,False,0.0,-100.0,2車複
exacta,2-5,0.03309862028553586,016320260419,64.1,False,5-3,2026-04-19,防府,1,112.16215603028483,100,False,0.0,-100.0,2車単
exacta,3-4,0.04835769841854872,016320260419,43.2,False,5-3,2026-04-19,防府,1,108.9052571681305,100,False,0.0,-100.0,2車単
trio,1-2-3,0.08508168975087088,046320260420,65.6,False,3-4-6,2026-04-20,防府,4,458.13588476571294,200,False,0.0,-200.0,3連複
trifecta,5-2-3,0.07885569568882114,033720260420,69.4,False,5-3-7,2026-04-20,伊東,3,447.2585280804187,200,False,0.0,-200.0,3連単
trifecta,2-3-5,0.020051887509520645,042320260420,237.4,False,5-3-1,2026-04-20,取手,4,376.03180947602016,200,False,0.0,-200.0,3連単
trifecta,3-2-4,0.04274044953528491,042320260420,109.0,False,5-3-1,2026-04-20,取手,4,365.8708999346056,200,False,0.0,-200.0,3連単
exacta,2-3,0.05703459766927038,042320260420,80.6,False,5-3,2026-04-20,取手,4,359.6988572143192,200,False,0.0,-200.0,2車単
trifecta,1-2-3,0.020902964891409612,046320260420,201.7,False,3-4-6,2026-04-20,防府,4,321.61280185973186,200,False,0.0,-200.0,3連単
trifecta,5-6-3,0.02959058759934369,037520260420,140.0,False,5-3-6,2026-04-20,松山,3,314.26822639081166,200,False,0.0,-200.0,3連単
trifecta,2-5-1,0.021078652258301075,037320260420,192.0,False,5-3-2,2026-04-20,小松島,3,304.7101233593806,200,False,0.0,-200.0,3連単
quinella,5-6,0.08131407082745792,037520260420,48.3,False,3-5,2026-04-20,松山,3,292.74696209662176,100,False,0.0,-100.0,2車複
trifecta,5-3-2,0.12225084284890857,033720260420,30.3,False,5-3-7,2026-04-20,伊東,3,270.420053832193,100,False,0.0,-100.0,3連単
exacta,4-5,0.02250133423830768,037320260420,163.1,False,5-3,2026-04-20,小松島,3,266.99676142679823,100,False,0.0,-100.0,2車単
exacta,2-1,0.06893958479867118,046320260420,53.0,False,3-4,2026-04-20,防府,4,265.37979943295727,100,False,0.0,-100.0,2車単
trifecta,6-1-2,0.02039701458474975,071120260420,174.8,False,1-4-2,2026-04-20,函館,7,256.5398149414257,100,False,0.0,-100.0,3連単
trifecta,3-5-2,0.020021039940455194,037520260420,172.3,False,5-3-6,2026-04-20,松山,3,244.962518174043,100,False,0.0,-100.0,3連単
exacta,5-6,0.06459229190976654,037520260420,49.1,False,5-3,2026-04-20,松山,3,217.14815327695368,100,False,0.0,-100.0,2車単
exacta,3-1,0.04322899192164189,046320260420,72.2,False,3-4,2026-04-20,防府,4,212.11332167425448,100,False,0.0,-100.0,2車単
trio,1-2-4,0.08561578950639327,046320260420,34.1,False,3-4-6,2026-04-20,防府,4,191.94984221680107,100,False,0.0,-100.0,3連複
exacta,5-4,0.02239706487123571,042320260420,130.0,False,5-3,2026-04-20,取手,4,191.16184332606423,100,False,0.0,-100.0,2車単
exacta,5-2,0.10175540556864125,033720260420,28.5,False,5-3,2026-04-20,伊東,3,190.0029058706276,100,False,0.0,-100.0,2車単
trifecta,5-1-2,0.03014398534662739,037320260420,93.8,False,5-3-2,2026-04-20,小松島,3,182.75058255136494,100,False,0.0,-100.0,3連単
trifecta,4-2-1,0.024416032025387276,071120260420,107.4,False,1-4-2,2026-04-20,函館,7,162.22818395265938,100,False,0.0,-100.0,3連単
trifecta,5-4-1,0.022386887169838863,028420260420,117.0,False,4-3-5,2026-04-20,武雄,2,161.92657988711468,100,False,0.0,-100.0,3連単
quinella,1-3,0.10731912205875543,046320260420,24.0,False,3-4,2026-04-20,防府,4,157.56589294101303,100,False,0.0,-100.0,2車複
quinella_place,5-6,0.17338194956072112,037520260420,14.6,True,3-5|3-6|5-6,2026-04-20,松山,3,153.1376463586528,100,True,1460.0,1360.0,ワイド
quinella_place,2-3,0.12509270958885704,046320260420,19.8,False,3-4|3-6|4-6,2026-04-20,防府,4,147.68356498593693,100,False,0.0,-100.0,ワイド
trifecta,1-2-4,0.021019263705405248,046320260420,115.6,False,3-4-6,2026-04-20,防府,4,142.98268843448466,100,False,0.0,-100.0,3連単
exacta,3-5,0.08851412155770341,037520260420,26.6,False,5-3,2026-04-20,松山,3,135.4475633434911,100,False,0.0,-100.0,2車単
